title,description,start_date,end_date,location,price,sold_out,link,img_link,tags
Adult Hike - High Rock Park to St. Francis Woods,Join us for an exciting adult hike from High Rock Park to St. Francis Woods! Lace up your hiking boots and get ready to explore the beautiful trails of Staten Island.,2023-10-05 11:00,2023-10-05 13:00,"High Rock Gate (in High Rock Park), Staten Island",0.0,False,/events/2023/10/05/adult-hike-high-rock-park-to-st-francis-woods,Adult Hike Staten Island,"['Nature', 'Hiking']"
KIM St. Mary's Park Westat Playground West - Play Area,"Join NYC Parks Staff in free activities in NYC's playgrounds, including organized sports, games, arts and crafts and fitness demonstrations.",2023-10-05 14:00,2023-10-05 18:00,"St. Mary's Park, Bronx",0.0,False,/events/2023/10/05/kim-st-marys-park-west,KIM St. Mary's Park Westat Playground West,"['Arts & Crafts', 'Games', 'Sports']"
Public Gallery Tour at Glyndor Gallery,"Join a tour to get an in-depth look at the works on view at Glyndor Gallery. Solo and group exhibitions explore the dynamic relationships between nature, culture, and site.",2023-10-05 14:00,2023-10-05 14:45,"Glyndor Gallery (in Wave Hill), Bronx",0.0,False,/events/2023/10/05/public-gallery-tour,Glyndor Gallery,"['Art', 'Tours']"
Uptown Good Food (Farm Stand) at St. Nicholas Miracle Garden,Come to St. Nicholas Miracle Garden on 330 St. Nicholas Ave. every Thursday from June 22 to October 26 from 3:00 p.m. - 6:00 p.m. to enjoy fresh produce from our farm stand.,2023-10-05,,"St. Nicholas Miracle Garden, Manhattan",0.0,False,/events/2023/10/05/uptown-good-food-farm-stand-at-st-nicholas-miracle-garden,Uptown Good Food Farm Stand,"['Food', 'Nature', 'Gardening']"
Smartphone Photography,Join NYC Parks for this free activity on smartphone photography.,2023-10-05 15:00,2023-10-05 17:00,Multi-Use Room,0.0,False,/events/2023/10/05/smartphone-photography,Smartphone Photography,['Art']
Open Hours at Environmental Education Center,"Drop in to the Environmental Education Center at Brooklyn Bridge Park during the week to learn about the Park, view critters from the East River, and more!",2023-10-05 15:00,2023-10-05 17:00,"99 Plymouth Street (in Brooklyn Bridge Park), Brooklyn",0.0,False,/events/2023/10/05/open-hours-at-environmental-education-center,Environmental Education Center,"['Education', 'Nature', 'Best for Kids', 'Wildlife']"
Swishing and Dishing,"Participants will learn basic and skills shooting, dribbling, passing and playing with a team.",2023-10-05 17:00,2023-10-05 19:00,"Kwame Ture Recreation Center, Bronx",0.0,False,/events/2023/10/05/swishing-and-dishing,Swishing and Dishing,['Sports']
Zumba,"Zumba is a fusion of Latin, International and popular music dance themes creating a dynamic, exciting, effective fitness system!",2023-10-05 18:00,2023-10-05 19:00,"Queens Public Library - Jackson Heights, Queens",0.0,False,/events/2023/10/05/zumba,Zumba,"['Fitness', 'Dance', 'Exercise Classes']"
Young Women Basketball Player Development,Join NYC Parks in Women Open Basketball Workouts.,2023-10-05 15:30,2023-10-05 16:45,"Gymnasium (Part A) (in Kwame Ture Recreation Center), Bronx",0.0,False,/events/2023/10/05/young-women-basketball-player-development,Young Women Basketball Player Development,"['Sports', 'Girls and Women in Sports', 'Basketball/Netball']"
Gentle Yoga,"A therapeutic yet powerful series of balancing, stretching, easy back bending, twisting, and mild inverted postures, concluding with a guided relaxation.",2023-10-05 18:00,2023-10-05 19:00,"Queens Public Library - Bayside, Queens",0.0,False,/events/2023/10/05/gentle-yoga,Gentle Yoga,"['Fitness', 'Shape Up NYC', 'Exercise Classes', 'Yoga']"
STEAM Creativity with Kelly,"Bring your children to participate in a variety of programs including but not limited to media education, sports, art, technology, and organized recreational activities.",2023-10-05 15:00,2023-10-05 18:00,"Gymnasium (Part B) (in Kwame Ture Recreation Center), Bronx",0.0,False,/events/2023/10/05/steam-creativity-with-kelly,STEAM Creativity with Kelly,"['Education', 'Best for Kids', 'Talks']"
Cardio Sculpt,This cardio workout consists of functional movement exercises designed to make daily activities easier to perform.,2023-10-05 18:00,2023-10-05 19:00,"Queens Public Library - Sunnyside, Queens",0.0,False,/events/2023/10/05/cardio-sculpt1,Cardio Sculpt,"['Fitness', 'Shape Up NYC', 'Exercise Classes']"
Yoga at Entrance,"Yoga is a class to be enjoyed by all. Experience a fun and light-hearted, mid-intensity flow that will move you seamlessly from Sun Salutation to a final peak pose.",2023-10-05 18:00,2023-10-05 19:00,"215th Place and 33rd Road (in Crocheron Park), Queens",0.0,False,/events/2023/10/05/yoga,Yoga,"['Fitness', 'Shape Up NYC', 'Outdoor Fitness', 'Exercise Classes', 'Yoga & Pilates Classes']"
Body Conditioning with Pascale,"Body conditioning exercises target your whole body, using lots of different muscles to strengthen, shape, and tone your body.",2023-10-05 18:00,2023-10-05 19:00,"Poe Park Visitor Center (in Poe Park), Bronx",0.0,False,/events/2023/10/05/body-conditioning-with-pascale,Body Conditioning,"['Fitness', 'Exercise Classes']"
Zumba at Queens Public Library,"Zumba is a fusion of Latin, International and popular music dance themes creating a dynamic, exciting, effective fitness system!",2023-10-05 18:00,2023-10-05 19:00,"Queens Public Library - East Elmhurst, Queens",0.0,False,/events/2023/10/05/zumba1,Zumba,"['Fitness', 'Shape Up NYC', 'Exercise Classes']"
Caribbean Dance Fitness,A fun and exciting workout that uses easy to follow dance steps to maintain cardiovascular health.,2023-10-05 18:00,2023-10-05 19:00,"Dance Room (in Hansborough Recreation Center), Manhattan",0.0,False,/events/2023/10/05/caribbean-dance-fitness,Caribbean Dance Fitness,"['Dance', 'Fitness', 'Shape Up NYC']"
Virtual Functional Movement for Beginners,Mobilize and restore your body’s movement capacity with this evenly-paced class designed for beginners and those who prefer a low level of intensity.,2023-10-05 18:00,2023-10-05 19:00,,0.0,False,/events/2023/10/05/virtual-functional-movement-for-beginners,Virtual Functional Movement for Beginners,"['Fitness', 'Virtual/Online Events', 'Exercise Classes']"
Bodyweight Circuit Training,This circuit training class combines bodyweight resistance training and conditioning to provide you with a dynamic full body workout,2023-10-05 18:30,2023-10-05 19:15,"Queens Public Library - Astoria, Queens",0.0,False,/events/2023/10/05/bodyweight-circuit-training,Bodyweight Circuit Training,"['Fitness', 'Shape Up NYC', 'Exercise Classes']"
Cardio Dance,This creative and fun workout fuses dance and aerobics to improve cardio fitness and tone the body.,2023-10-05 18:30,2023-10-05 19:30,"Harlem Children's Zone- The Armory, Manhattan",0.0,False,/events/2023/10/05/cardio-dance,Cardio Dance,"['Fitness', 'Shape Up NYC', 'Dance']"
Dance Heginbotham: You Look Like a Fun Guy,"Dance Heginbotham shares a preview of You Look Like a Fun Guy, a site-specific, outdoor event celebrating the astonishing nature, behavior and psychedelic power of fungi.",2023-10-05 18:00,2023-10-05 19:00,"Pergola on the Great Lawn (in Wave Hill), Bronx",0.0,False,/events/2023/10/05/dance-heginbotham-you-look-like-a-fun-guy,Dance Heginbotham You Look Like a Fun Guy,"['Dance', 'Outdoor', 'Performance']"
Afro-Brazillian Capoeira Celebration,Join us for an Afro-Brazillian Capoeira Celebration at Multi-Use Room B in Pelham Fritz Recreation Center. This event is a dance and art celebration of Afro-Brazillian culture.,2023-10-05 18:00,2023-10-05 20:00,"Multi-Use Room B, Pelham Fritz Recreation Center, Manhattan",0.0,False,/events/2023/10/05/afrobrazillian-capoeira-celebration,Afro-Brazillian Capoeira Celebration,"['Dance', 'Art']"
12th Annual LUNGS Harvest Arts Festival,"Come enjoy the 12th Annual Loisaida United Neighborhood Gardens (LUNGS) Harvest Arts Festival, starting Friday, September 29 through Sunday, October 8, 2023, in the Lower East Side!",2023-09-29,2023-10-08,"LUNGS/Gardens Rising office space, Manhattan",0.0,False,/events/2023/10/05/12th-annual-lungs-harvest-arts-festival,12th Annual LUNGS Harvest Arts Festival,"['Arts', 'Crafts', 'Concerts', 'Dance', 'Nature', 'Art', 'Festivals', 'Workshops', 'Gardening']"
Bootcamp at The Salvation Army Port Richmond Corps Community Center,"Using your own body weight, come experience this high energy (CIRCUIT TRAINING/INTERVAL TRAINING/BOOTCAMP/CONDITIONING) class!",2023-10-05 19:00,2023-10-05 20:00,"The Salvation Army Port Richmond Corps Community Center, Staten Island",0.0,False,/events/2023/10/05/bootcamp,Bootcamp,"['Fitness', 'Shape Up NYC', 'Exercise Classes']"
NYRR Open Run: Flushing Meadows Corona Park,"Join the NYRR Open Run at Flushing Meadows Corona Park, one of the city's most iconic parks. This event is open to runners, joggers, and walkers of all levels. Flushing Meadows Corona Park was the site of two 20th-century World's Fairs, making it a historic and scenic location for a run.",2023-10-05 19:00,2023-10-05 21:00,United Nations Ave South Entrance (in Flushing Meadows Corona Park),0.0,False,/events/2023/10/05/nyrr-open-run-flushing-meadows-corona-park,Flushing Meadows Corona Park,"['Sports', 'Running/Jogging', 'Walking']"
